PATIENT_NAME,Tx,Px,Sx,PT_time,Py,Sy,QR_ampl,QS_ampl,ST_ampl,PT_ampl,QRS_angle,RQS_angle,RTS_angle
patient008,29097.97413823764,28154.87335677308,28969.69880068348,736.9180327868852,37495.12076602313,38641.72677595628,1.0625915640106514,0.7416898959866274,1.1783861511893403,0.3683469611664388,141.41341180674732,139.16125202587023,149.64604064557108
patient009,8394.064135938308,8207.05593149167,8282.729484853437,491.6511627906977,10924.40841145261,11043.4496124031,1.372757038452319,0.6426152828979912,0.8773939567415967,0.3354447354294219,164.6473218491861,250.4030370547788,83.83288457061477
patient010,29088.268443009743,28872.66433305272,29984.801188939786,539.1904761904761,38484.07554185615,39979.468253968254,0.76823688661266,0.7935878582238238,0.6160024827082233,0.5270899364808453,170.0546680083377,205.6542273165389,152.18383690054867
patient010,28799.662490621577,26863.76741856329,28967.776896545267,620.8551724137931,35800.724708918526,38623.3816091954,0.5062523500370142,0.4821698049706714,0.4681573174563863,0.2298637812576876,156.41391696153968,161.50717353745452,167.46277523579295
patient010,34762.242623616185,29559.161685725525,29308.21702906737,561.2269938650306,39514.26182055914,39077.66462167689,0.5445900934176224,0.4926328285685629,0.5264135572181383,0.3618350738663916,132.4907874218302,123.72553479890828,108.18605602717376
patient011,29468.22595184139,29292.53574115796,29359.752955914857,346.9649122807017,39038.06395289042,39146.31384015595,1.1410937089612267,0.8661382914185972,1.047069837608254,0.0628757379071952,172.92326944953015,357.41240780798296,0.5247625920670376
patient011,29458.67188952652,29272.29420180553,29341.255446015264,373.2432432432432,39005.4363115484,39122.04954954955,0.6837758834654535,1.0471916315613448,1.3819902612193171,0.1889889147382929,174.06887213504186,357.92702349036915,0.4168859750259689
patient011,29101.99330168343,29093.95802063448,29163.244022126684,409.9101796407186,38775.22850572631,38884.662674650695,0.5101939773402033,0.8339442776511412,1.483814288165264,0.6261323208942893,177.53902782100593,178.0247412311373,179.24273065476768
patient011,8383.251697384072,8417.263336249289,8484.410873546462,517.5588235294117,11186.295218932111,11312.509803921568,0.6329642026775817,0.9010377116889372,1.5525437941612064,0.706105145902451,177.3779337458634,178.86888446441824,178.01314828475256
patient012,29354.783047644807,29114.00026324342,29216.65559911116,481.3636363636364,38777.54882154882,38955.90572390572,0.583038241391445,1.0342376488071054,1.5198951446981817,0.4060736411037409,176.63516420047665,359.17271734497484,0.3343206800742243
patient012,29054.8086951567,29304.77745689269,29168.86157429455,781.6280991735537,39047.631805537465,38891.903581267215,1.012468889601251,0.5081671253497242,1.0997018258676563,0.8258262968997013,182.12719659038925,4.765636650597662,355.52881125205
patient013,29278.05610573252,29310.717994530667,29367.143656658987,419.45,39051.36292481831,39156.441666666666,0.3732038636125642,0.6398571681760508,1.120418037721511,0.5031049864816712,178.03249988732676,179.4332321817179,178.5733994253299
patient013,29247.58238921023,29088.2329316284,29169.36637962612,314.50955414012736,38685.240445941534,38892.7813163482,0.8415665590978733,0.8376192692260066,0.9994910502357586,0.0904824075943826,173.45173795693486,357.32523475440263,0.6074460184800404
patient013,29262.300649997305,29285.091687692435,29359.67755771296,411.6369047619048,38965.45675384354,39146.47222222222,0.3644889220364751,0.6572885151239378,1.0924212794984391,0.4218465638916547,178.1059119708206,179.28314619450762,178.73083593906034
patient014,29306.764055204967,29161.750436645703,29246.95830328046,304.3521126760563,38759.06208416047,38995.97183098592,0.3559895949947599,1.1438925585866475,1.167455797739691,0.0993410868526557,176.30897861546293,358.4323626536226,0.7482628204536912
patient014,29440.91044409917,29290.68922288288,29373.8997694754,293.6333333333333,39010.17031880133,39165.2,0.5329121756342846,1.0082652213636654,1.1046924184230944,0.0192340714341507,176.1067617124748,359.0467950381024,0.6714021656597398
patient015,29384.44727158239,29474.234215010907,29547.94880031854,350.47222222222223,39217.78209212751,39397.51234567901,0.2521270729510628,0.4610736687072282,0.6668382536836138,0.5763003985393366,178.27565609574285,287.84956004181754,71.70088138596412
patient015,29666.66679271697,29464.66698970011,29545.027655512004,600.0979020979021,39266.00856584756,39393.2331002331,0.2838590301687453,0.3708662896998538,0.5993546874505242,0.5654225101245728,178.26489500379773,352.0520531691181,5.291251983118637
patient015,29061.59556772827,29084.50954490112,28948.07727316969,636.7637795275591,38763.44413819919,38597.72703412073,0.3323780931718621,0.5340306775968577,0.7659363471902985,0.7149797704142843,177.97246094919868,359.5260312751032,1.737816895415643
patient016,29308.97238420568,29114.55979412365,29210.333354859165,583.6517857142857,38807.92283018298,38946.79761904762,1.480400314837894,0.4909741564228876,0.2760586822654942,0.2424707295632088,175.14972827668876,249.1656144016842,128.6515985019527
patient016,29396.743646671643,29185.20107682239,29309.09560224999,850.0934579439253,38891.889336105305,39078.47040498442,0.8163485070529531,0.5740827284289453,0.8052774934242724,0.2017784685048322,149.64981610070294,161.50516501033118,148.1746602545414
patient017,28957.80114939978,28783.65880401102,28865.9056575846,351.25,38360.36904555156,38487.99242424242,1.916939942968935,0.0726750569786281,0.502128292493764,0.1559244129296864,171.13589944028956,356.0929899190692,0.5962027670418266
patient017,28773.989664579607,28587.032321363826,28901.92273332416,648.9298245614035,38050.15179280623,38536.0701754386,1.180526442273189,0.4772669775268788,0.5325808658947638,0.8546176787444596,175.89859375107906,355.23822574907,164.46371505543627
patient017,29287.144863018308,29309.64374064072,29386.66056054442,602.5,39011.51002808687,39182.02631578947,0.9620259882847652,1.2822685640991571,0.889169899911031,0.3064623679222439,183.7415981851194,4.716047109781712,357.9514418196384
patient017,29311.297736825298,29133.379472643843,29216.91487974936,350.9159663865546,38677.35444921661,38956.03921568627,1.8720640241847009,0.3214790417101417,0.5288613148821747,0.0393994145308196,171.10319552362034,356.276413802541,0.6409871571186918
patient018,29112.711535770428,29085.86709433241,29174.72744418159,434.3373493975904,38792.29251572011,38900.05220883534,0.4793565847086319,0.8796447216018313,1.7774823485955875,0.9710274237981236,177.84581404117918,178.81108216711343,178.66749499679813
patient018,29126.9427022986,29106.4388362425,29201.364360810712,484.3197278911565,38837.70363483729,38935.5328798186,0.4875502668169036,0.8262577469620757,1.691659553148847,0.9939665211028168,177.98404754135686,177.50566945109534,180.03350695162862
patient018,29249.499422426943,29254.61253576141,29344.780775326784,520.2575757575758,39013.186624298,39126.621212121216,0.4604035057733204,0.680595571534222,1.2792631595052484,0.7288251740081965,178.54961066926944,176.7852024898172,181.6238907463149
patient019,29075.29776056994,28905.75118543966,28989.625965551564,335.6969696969697,38506.93711921608,38652.97373737374,0.9309069743567444,0.3066533003274097,0.5930025158082983,0.172064649693501,175.8184055703122,358.77404083273854,0.4029555035720102
patient019,29214.786671168746,29033.892704810463,29118.02513076455,358.58024691358025,38699.73788177682,38824.20576131687,0.838446370314663,0.3866027220279293,0.7675658580475496,0.2638645075629611,176.04257273050422,358.8733564838085,0.3631326723325313
patient019,29262.79799880836,29070.850422222044,29155.268218413865,604.8705035971223,38742.43445459859,38873.484412470025,0.587062192032886,0.6622049762396313,0.8052798087532357,0.8080088287125847,179.4077484283708,212.26675377236484,269.3712084223606
patient020,29314.1668374646,29004.70839795982,28936.640213616218,766.2049180327868,38616.77632947355,38582.54644808743,0.2796198034184379,0.3789576307297152,0.6189626251071761,0.7069572221182835,171.04934826628278,150.40493809227254,175.57589420090704
patient020,29214.344491801563,28963.7768878206,29160.03764447681,562.8333333333334,38614.51422916075,38880.45138888889,0.0872621772557234,1.222676715749761,1.2965157364704225,0.0887919780990829,179.5203246216022,344.69061638369925,19.22642666628612
patient020,11715.746638775516,29261.451456211675,29423.23125704305,680.8409090909091,38973.884327869135,39231.37373737374,0.5789919603535522,0.5382120429791175,0.5585902589950517,0.2462590129261794,132.29082563948924,141.8441089227156,163.61076299489926
patient021,29272.376759477364,29482.65074912792,28955.67321256129,649.2746478873239,39272.84282276061,38607.35680751174,0.5800270393078996,0.5468316899683018,0.6234884758940227,0.2370110593416553,152.3415338699395,160.34557433606545,159.2685411238873
patient021,28706.781392634675,28888.69579641689,28804.134134781787,522.6034482758621,38501.52413201736,38405.70114942529,0.6865099739842438,0.5737976429482021,0.7761169674879563,0.5348550009006058,168.00879983605958,209.2664256147404,136.1488547090664
patient021,29419.15640077622,29716.641954971747,29421.03059718573,555.8238636363636,39609.289828139634,39228.28409090909,0.6242420270829045,0.6517664370577865,0.903842209533658,1.3065989447073594,178.68019377008775,194.30093496759807,94.68877918110196
patient022,29255.50717783082,29068.43717526826,29137.509487247,801.9193548387096,38740.56052718322,38850.19892473118,0.8944886702865049,0.6348292825917181,0.7675275131941758,1.0595075735845112,174.49728363702326,200.75006822653063,141.63152702497223
patient022,22355.63924720965,22345.3735224218,22237.11522474425,743.3723404255319,29753.06804672737,29649.751773049644,1.3758290355638063,0.5266351068256293,0.9354463539558904,0.6608926069621853,177.03755702646242,128.02985757645902,168.6513851307694
patient022,29681.176500052017,29708.995283611963,29778.06905431734,513.140625,39591.69817796733,39704.208333333336,0.4607624039145245,0.5195090005472796,0.8275870206366192,0.3594453845352897,178.59291845245377,179.65036841379938,178.74183458607047
patient023,29411.14901132633,29081.756823879823,29120.45261605845,696.5658914728682,38715.68603921801,38826.9819121447,1.0602849330154436,0.9020448051635392,1.0261824709913383,0.3953674920904612,156.05995542994503,173.58796443368,166.7366589764091
patient023,29305.158200974565,29045.338467853875,29185.149502347533,705.1732283464567,38717.93022804273,38913.64304461942,1.1894350712407196,0.9351462939081164,1.1381879671840296,0.5054110545380137,160.3569756224735,156.75523750485257,165.00379109258262
patient023,29386.46757380893,29102.61641798921,29256.3273879314,855.3047619047619,38775.74409494786,39008.57777777778,1.0666654418743966,0.8776950700410562,1.090558872884227,0.6008335656074681,166.39604073173274,154.95456894294222,163.78691179840527
patient023,29011.469672583225,28727.69988206334,28882.468757595943,855.8653846153846,38281.87746009432,38509.717948717946,1.0466039407823329,0.788918862881975,1.052301656784402,0.3346392923110486,159.5626247418346,142.72079287126385,177.37340196826153
patient024,20672.27843100329,28731.17379152377,21041.50198926396,760.2605042016806,38288.72377085764,28052.08683473389,0.5779197958525245,0.5039804046080123,0.5285240792935735,0.3946630807747168,122.57027856549544,136.1868192259879,160.28881709702316
patient024,28335.06915927306,28124.11694556538,28331.03606615161,807.6603773584906,37344.52255213342,37774.408805031446,0.5483519126987773,0.7926298981768084,0.5880765835895243,0.1521791536138485,179.69314782075543,319.1800556021954,40.90033836127739
patient025,29051.5738593896,28872.142317195143,28462.195983114376,632.9928057553957,38458.59515675599,37863.510791366905,0.6938345664996559,0.7634315017396919,0.829880777141589,0.6307544556241722,166.93510519282512,209.92443125429145,177.1588447413476
patient025,28791.07895456893,28999.946766833607,29264.580318356228,839.5892857142857,38501.702640080446,39019.017857142855,0.8261333362404165,0.7709967571321449,0.9862133877237632,0.6646155963863544,170.4297867470522,190.0651873983625,198.9881063424235
patient025,28550.52116495677,28777.87380074842,28687.777606934204,642.0916030534352,38343.081872483024,38250.74045801527,0.9749081667394472,0.8251701798610798,0.8867455152011532,0.6056659946063764,174.30929228977894,174.0452228089216,179.80073182044993
patient027,53687.49933750636,29682.14854134208,29329.939684970715,466.6528497409327,39566.580696732926,39106.65803108808,0.5512677161040218,0.4683340268373993,0.561550267553222,0.177195068216737,136.16475925496152,132.58822305633302,118.31346998461976
patient027,29618.814284895165,47043.00907883454,30325.62341675613,422.1596244131456,62722.0,40433.424100156495,0.9471488114785754,1.1645818715786784,0.9445712421068304,0.4825650067904889,120.76900945836684,157.16936359339545,141.1382403320765
patient027,31330.672784936844,27762.52598259397,29320.559390464947,556.2098765432099,37014.54115226337,39094.7695473251,0.5841118436580215,0.579145575929954,0.5832261158381983,0.2261674575868344,138.88760319488424,148.86279413517727,146.67952817028865
patient030,28782.97576095468,28507.79466924944,28721.431290276625,471.3815789473685,37835.54225310761,38295.54385964912,0.1471977124218708,0.5723955483273201,1.0902702480857187,0.5497335980241745,179.2001020934639,196.0405222924292,165.8733102095124
patient030,29567.00878035857,29397.6858115948,29509.6547440225,332.6190476190476,39009.0288529132,39346.48253968254,0.123309183831677,0.9462064299515808,0.9531828462714734,0.0498461385948831,178.44546179915125,358.95179017025777,0.6162704453245312
patient030,29310.60866201047,29078.753353866177,29275.74631709631,498.6407766990291,38730.18466057431,39034.30420711974,0.07738865399577,0.0995067092771304,0.0550749553671796,0.0699639431328812,179.88185773492756,345.93766440060426,7.028031622059836
patient031,29255.65582784672,29215.878278331507,29302.768970470886,406.4325842696629,38915.55176079687,39070.13483146067,0.8119799348866228,0.6646172072811345,0.9888938963415914,0.2619132298514942,178.3077755521226,178.6919738974162,178.51438502686042
patient031,29233.327952190208,29212.05356178329,29290.96638240255,428.6287425149701,38916.91043460163,39054.706586826345,0.7137334610835958,0.553723657556645,0.81463132540611,0.1751708902728374,178.6174071699218,177.90368485840347,179.78225155853383
patient031,29099.739443269584,29095.12917138668,29184.686536514684,479.986301369863,38769.3401826484,38913.0502283105,1.049137849078121,0.9854199667852752,1.4566330383859627,0.6098569179065068,177.54823132985337,178.41057812750984,177.8895837767183
patient034,29579.21375327117,28971.81991967863,29009.21882309588,386.7619047619048,38598.09391341316,38678.65945165945,0.6417945472022788,0.5229088214407274,0.9698156164856,0.723007912289321,176.62362648337236,111.388902145921,224.6515115328376
patient034,29360.851788247823,29323.15010656821,29230.422284396434,535.8959537572255,39087.00818832404,38973.99036608864,0.8159823147636432,0.9043689323105184,0.793301376799702,0.6859042934072729,179.5876528981538,222.4119268872804,284.5106353342422
patient034,29352.7467126607,29199.1266039662,29273.45420751813,318.04375,38911.53400604314,39031.60833333333,0.5610977486618884,0.9659717525753274,1.0654715909941168,0.0140239907636492,175.60947056445804,358.6408699415307,0.5603280474977556
patient034,29490.935969414,29309.813127332232,29387.242317818986,372.0344827586207,39073.04239030484,39182.86666666667,0.7715924356172678,0.495423351183058,1.03010090749525,0.4212213620046687,176.1131009034737,358.82715902259264,0.3463309677426058
patient035,29512.783639645,29483.703778516367,29562.38296441101,408.2982456140351,39289.31191227331,39416.524366471735,0.4387414954087426,0.8264616084991283,1.5076680980806734,0.7286677231599459,178.06162071780065,178.0404059373585,179.7999910049906
patient035,29568.366192563564,29534.420601218164,29622.00387409603,437.04938271604937,39354.43483463033,39496.01234567901,0.2958550136803624,0.6916356698190083,1.3208780900980808,0.6146536504264059,178.46533291554923,179.47768599448176,178.9919574889499
patient035,29185.770242343668,29163.662230230144,29088.522606839902,530.0837988826815,38866.13496985174,38784.76536312849,0.0763372985664122,0.4131380166261086,1.37235467253516,1.6233078816635278,179.40029695519726,177.14893533765382,177.70037260951398
patient035,29442.190430826613,29246.87555838273,29331.339311144264,387.2409638554217,38979.921155755386,39108.7108433735,0.6297627250484865,0.7361501315638478,0.8497356304008756,0.044011311911905,176.3672682009495,358.7711539008175,0.3813037326535133
patient036,52745.517674971,30648.37987138813,31068.43846101555,967.5824175824176,40851.07792802416,41424.857142857145,0.6277667175785195,0.2265352848749114,0.6175173472344554,0.0331649481716423,146.3755326798777,146.42277531682544,152.2663502532999
patient038,29580.834611184902,29416.901780006105,29507.950005727773,322.1417322834646,39108.89380817992,39344.15223097113,0.4828011866020632,0.6618160019022187,0.7504214327267845,0.0158390731309113,177.07898120548987,359.0405198260376,0.4509456866200563
patient039,28876.63468081576,28736.38083928409,28814.76121248547,278.5430463576159,38268.63649309808,38419.90728476821,0.4742675203445343,0.62099212913407,0.8564753623373996,0.1804804335586614,176.29600418006447,358.39922536967845,0.5358684419975828
patient039,29650.545964449306,29458.46938786939,29553.139248534106,514.0915492957746,39239.72876160677,39404.50234741784,0.9438052934076152,0.5324176304453705,0.7461546627342454,0.1774582624291586,179.43349308750558,190.62876354987185,167.4832405609808
patient039,29179.100447744644,29232.45247445507,29132.94858360605,484.73026315789474,38958.67753948036,38843.87719298246,0.8199834869553558,0.8531900904093042,0.4966376494002186,0.2736249126017773,178.02900715559875,325.9865907324387,178.0412159947167
patient040,29021.53851583634,29333.05225761409,29408.01447545986,501.84090909090907,39070.0371743503,39211.01325757576,1.0923454510690052,0.8532561770500146,0.8495409513797182,0.6631771889641864,166.54220162939265,174.4319851269907,180.67268639732268
patient040,29417.815701637264,29205.34816491268,29292.303575676047,424.0,38923.0425063767,39056.633802816905,1.338304272857734,0.598412685051409,0.8603735784421802,0.1696231706934867,173.08450921549854,357.24618038000256,0.4283357411430614
patient040,29423.99177394821,29211.866528089573,29304.185556987843,742.4090909090909,38933.27025196969,39072.4494949495,0.7221250648575678,0.6467610533130935,1.1099238441542187,1.140312674265772,177.6262759563145,199.67667158461185,135.1356163609528
patient040,29380.74202518877,29165.01334245228,29256.892951610367,436.1532846715328,38880.03162971705,39009.40632603406,1.1929200605042376,0.5522687176402659,0.8033077379189626,0.1577378765461119,173.93832667230205,357.3781194739896,0.395003102038868
patient041,29181.17110853033,28998.74143656144,29081.64088290399,344.5824175824176,38653.89764360892,38775.92307692308,0.5749504796518751,1.113052090615315,1.4518685390148205,0.2218959771787862,174.30242722043386,357.2108106786423,0.5350606268768493
patient041,29488.906501477544,29472.112130199886,29386.28094776081,526.975,39302.75309196451,39182.23970505281,0.3148851837486446,0.5757494964807639,0.8075185464003128,0.7320747647774508,177.6893153458168,356.60726734048086,2.983986605021976
patient041,28659.060196404906,28759.692098985328,28840.311150582496,662.5612244897959,38369.52380115512,38453.61224489796,0.4264660824718824,0.4292872141767193,0.9251650161052544,0.4850308796873565,178.82354357437316,171.6657284852653,186.32698677526807
patient041,29492.194285511963,29280.15033486409,29379.417007859247,413.07975460122697,39014.52326228134,39172.98159509202,0.9852773344180972,1.0612897684777742,1.7883026870975425,0.5432280944279593,172.1398328415911,356.2060910124162,0.5468398196860712
patient043,29128.901475916824,29101.76435087437,29009.25660710816,491.4506172839506,38802.6956242575,38678.78189300412,1.0698227513198286,0.4166727874962778,0.3817693249497061,0.180306522963596,179.20638421396234,178.24984278210025,182.314995491149
patient043,29205.280043497427,28986.35934658872,29075.07083790572,624.0220588235294,38638.027428353314,38767.06862745098,0.8275515155921028,0.3727191732252859,0.9678076922838909,0.9114588358162564,177.22633071004742,197.46056399507123,3.6205155771569695
patient043,29072.446530371108,29223.58860738069,29134.70186544437,534.0807453416149,38965.67413765094,38846.3933747412,1.0266475166917528,1.4319029271795205,1.096170128146666,0.3738138016278522,183.64528816884672,4.798900461906974,355.3733326440745
patient044,29270.18337531096,29204.26970353508,29283.296889211026,622.4297520661157,38780.674690857326,39044.48484848485,0.586044279121589,0.5320934858300548,0.6675867187058389,0.3481589984833711,175.9203141531806,201.7812285964501,192.79077717974897
patient045,29285.4113054384,29131.00269006285,29202.56704519338,432.4729064039409,38787.57483029782,38936.91297208539,0.7946847017783308,0.8296520831777167,0.6627442353306637,0.5159273591168726,181.0252404477677,144.3658652511319,299.2613754629189
patient045,29101.496178740326,29273.101550024923,29165.849099000523,603.2484076433121,39032.33501317447,38887.94479830148,0.9558625148633478,0.9433276566562796,0.963783253090189,0.9040200274083258,171.86181299637065,191.41668279630832,230.89788331411907
patient045,29321.47730992172,29315.42241875124,29196.78338324381,779.9661016949152,39072.68751573185,38928.87005649717,0.9615216024420652,0.7749542995943473,1.135268183235263,0.4799958421309499,154.19015951409972,165.5128340192642,136.68651635069034
patient045,28100.40889305705,27981.66069728968,28058.934300267538,246.32,37256.702094170665,37411.93333333333,1.1634166786561426,0.1713979431030254,0.0696984162837019,0.0389628544663691,175.41515609209532,357.31041323331243,0.5713626281059936
patient046,30652.43436517247,30249.387398399027,30512.71002294082,808.18,40240.07808250128,40683.76,0.5836042454251875,0.4954618812182527,0.7373689265973381,0.034284958364021,178.41865135839132,359.2508056794848,0.1984558721087171
patient046,31609.34982795844,31442.731252830203,31523.786329379283,334.575,41939.857643955256,42031.941666666666,0.5119233141771327,0.5985647929060193,0.96489090993847,0.2985923007734145,177.15531581241223,358.4767782967912,4.862337644974337
patient046,27620.58751970144,27048.892389156463,27005.623222008428,546.4962406015038,35994.36794196138,36007.55388471178,0.5913114524899805,0.5147531743890708,0.4572398418765159,0.4798566959755695,175.7609657211531,208.47590461856447,135.21976791870583
patient047,29239.883084931927,29361.027120115374,29480.63358426593,538.3483870967742,39132.13014039421,39307.82365591398,0.2128753522785468,0.5889479733602045,0.8097990705134142,0.6936427648789936,179.43345828197042,331.8282533860447,25.773321044255542
patient047,29266.364709148376,29234.38269854632,29336.44099251231,535.5174825174826,38969.913125645806,39115.59906759907,0.2464073815017875,0.828659095757001,1.2597796210787588,0.7403236295915069,178.7193824762988,177.82029699984605,123.17623415427552
patient047,29286.92425973881,29338.07606746384,29433.32593844556,925.2897196261682,38849.90720785363,39241.27783742806,0.5679111763215983,0.59542667367089,0.5322452469571386,0.9307036191541646,174.80249009300024,131.04952981244972,87.7964519983018
patient048,28522.180392826805,28216.10961879284,28438.296556406167,610.1142857142858,37639.84267737359,37917.91428571429,0.5586671236621005,0.4481664557026226,0.7634955236998303,0.0126211700737886,177.20195801987492,358.6212728874877,0.3403421581203287
patient048,28369.569191718863,28928.072086725508,29360.566121356653,596.9536423841059,38555.63134657837,39148.633554083885,0.7504163982719111,0.5824323766140862,0.8997604477843454,0.5619400253744896,168.07756276581492,143.4934489026522,165.2078411327227
patient048,30716.971508446142,29305.739772453355,29201.665644569883,512.7625899280575,39007.38063776339,38935.82254196643,0.5570233132543343,0.6650676078148345,0.8130312704191883,0.2895124453685372,172.3521468772221,237.83087450928227,111.45248067282236
patient048,29316.97988035678,29241.678555048453,29114.14829627228,699.515873015873,38800.00714569849,38819.01058201058,0.876819783920431,1.1712065533471558,0.8960216561246809,0.572219238430522,179.09381903608426,256.7392746302338,276.6084295228022
patient049,29257.3242772148,29055.244361383266,29138.37782830985,622.0,38727.78343479274,38851.34693877551,0.8800039189704729,0.5144761024871642,0.8416067701582484,0.0502908476601181,145.70429630836108,145.27981708530572,143.716693759702
patient049,29251.5128547124,29256.75401411286,29333.66934005497,632.9241379310345,39018.03746640276,39111.72873563218,1.000703479163485,0.7111137004352831,1.052818147879684,0.5075935169859316,158.84375769077806,169.6752187809504,162.9945830680223
patient049,29229.556541189733,29018.23731411005,29097.296531381264,431.5528455284553,38699.17325627043,38796.52574525745,1.381275601920814,0.25172963623656,0.757832636326437,0.4151808389407115,173.6695862798843,358.0647227034866,0.3441540298893598
patient049,29850.01321298145,29649.335334944783,29724.856609495364,409.68382352941177,39526.21372910249,39633.50490196078,0.4744143256893079,0.9927880515744464,1.3579249477603643,0.259296119004902,176.74363344645536,358.7021384799684,0.3406344895434029
patient050,28905.26260695494,28898.49190223532,28982.101518177376,596.0466666666666,38517.33467705098,38643.04444444445,1.0302486266070177,1.0291233448118655,1.225358929724289,0.6251226155716498,183.5066453128325,5.161908643661742,355.2255370635976
patient050,29098.94304000858,29126.02817262639,29206.4897656896,533.6746031746031,38801.199792852254,38941.80952380953,1.0453971182243142,1.0971527547874595,1.660678328112661,0.7956314797263003,177.26035902435598,178.63180639132096,177.69880728557328
patient050,28322.96159694477,28922.75258624585,28829.278210432163,534.622641509434,38183.87719463632,38442.57232704403,1.2467872016320165,1.0316287027799935,1.078217268240889,0.915961229852424,170.7714725509587,210.24129229418915,144.7195437070413
patient050,29412.73656587594,29212.82879619671,29286.17793960808,400.0887096774193,38916.73809182223,39048.24193548387,1.518137659938663,0.8575495574085883,1.573214748853472,0.5978365723997134,172.7066873650049,357.8676632550865,0.5239589285881904
patient051,29141.315873360145,29007.78932777478,29072.854016279416,285.7586206896552,38552.18573920162,38763.69348659004,2.419911529603381,0.5344111619860622,0.604953609053399,0.0943898255406662,169.2751912784345,355.1670547023873,1.1392536286360395
patient051,29473.65833287508,29223.120733447264,29346.668627082017,884.9029126213592,38955.27102504916,39129.06148867314,1.184727707476035,0.7473986716463374,1.298179391709563,0.2861973746556574,150.28410488551793,161.58004334966574,147.72782203797038
patient051,29417.583781962825,29176.58208681179,29280.062556358826,860.3428571428572,38877.39480250642,39040.27936507937,1.2212936436070545,0.6579543314063989,1.1401514156814103,0.0738947539437964,145.82780128823174,141.4992831254627,143.22596714913436
patient051,29602.782249125823,29609.87663947901,29705.65818903365,537.6220472440945,39464.706201620815,39607.83727034121,0.5863963470618339,0.838815684970722,1.5319036292706842,0.8031877465541891,178.62972771305073,178.08543713580653,180.356957494124
